FlightNumber,AircraftType,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,FlightDuration,FuelConsumed (kg),PayloadWeight (kg),PassengerCount,TaxiOutTime (min),TaxiInTime (min),ExpectedFuel (kg),FuelDifference (kg),RouteDistance (km),AltitudeLevel (ft),CruiseSpeed (km/h),FuelPerPassenger (kg),FuelPerKm (kg/km),EmissionEstimate (kg CO₂)
EK9789,A320,DEL,CAI,2025-04-19 22:10,2025-04-20 03:08,298,5974.05,13896,112,27,9,6098.96,-124.91,4412.05,37918,888,53.34,1.354,18878.0
TK7925,A320,JED,DXB,2025-10-16 18:33,2025-10-16 20:31,118,2412.31,7776,173,21,7,2437.76,-25.45,1702.17,32506,863,13.94,1.4172,7622.9
MS478,A320,DOH,DEL,2025-07-15 04:59,2025-07-15 08:10,191,3937.44,7919,118,24,15,3899.19,38.25,2553.18,31654,802,33.37,1.5422,12442.31
MS3654,A320,DEL,JED,2025-06-01 13:31,2025-06-01 17:57,266,5381.77,7304,128,13,21,5393.04,-11.27,3886.02,37589,876,42.05,1.3849,17006.39
SV4239,A320,IST,DOH,2025-07-18 01:11,2025-07-18 04:26,195,4032.69,12132,121,9,23,4021.32,11.37,2756.39,35444,846,33.33,1.463,12743.3
PK8048,A320,JED,DOH,2025-01-20 03:00,2025-01-20 04:29,89,1859.77,9833,145,11,17,1878.33,-18.56,1332.96,38657,890,12.83,1.3952,5876.87
MS9973,A320,CAI,DXB,2025-06-09 07:35,2025-06-09 10:28,173,3738.07,14182,82,29,9,3601.82,136.25,2419.78,37367,838,45.59,1.5448,11812.3
AI6088,A320,JED,CAI,2025-07-13 21:37,2025-07-13 22:58,81,1866.18,17550,94,8,15,1795.5,70.68,1214.94,37555,890,19.85,1.536,5897.13
PK9392,A320,JED,DEL,2025-03-01 22:02,2025-03-02 02:28,266,5273.24,17758,110,20,25,5497.58,-224.34,3886.02,35108,875,47.94,1.357,16663.44
MS7781,A320,KHI,IST,2025-12-23 06:38,2025-12-23 11:37,299,6229.6,10069,98,10,10,6080.69,148.91,3975.55,33378,796,63.57,1.567,19685.54
MS601,A320,DXB,DEL,2025-09-10 18:11,2025-09-10 20:47,156,3423.59,14430,167,25,23,3264.3,159.29,2186.68,35813,836,20.5,1.5657,10818.54
TK5592,A320,CAI,JED,2025-03-27 19:33,2025-03-27 20:56,83,1705.04,7648,88,7,14,1736.48,-31.44,1214.94,37656,869,19.38,1.4034,5387.93
SV1567,A320,CAI,DXB,2025-05-07 12:59,2025-05-07 15:42,163,3442.24,15085,98,26,17,3410.85,31.39,2419.78,38966,890,35.12,1.4225,10877.48
AI2146,A320,DXB,JED,2025-03-24 13:34,2025-03-24 15:42,128,2627.77,12276,105,8,22,2682.76,-54.99,1702.17,38977,792,25.03,1.5438,8303.75
AI9867,A320,CAI,IST,2025-07-05 11:43,2025-07-05 13:07,84,1821.24,9494,138,24,18,1774.94,46.3,1261.41,37099,900,13.2,1.4438,5755.12
MS1893,A320,DOH,DEL,2025-10-22 20:17,2025-10-22 23:32,195,4119.57,13546,103,17,15,4035.46,84.11,2553.18,30811,783,40.0,1.6135,13017.84
MS1684,A320,DXB,DEL,2025-02-21 20:24,2025-02-21 22:54,150,3142.74,8360,164,14,19,3083.6,59.14,2186.68,32554,874,19.16,1.4372,9931.06
MS7913,A320,DEL,DOH,2025-11-15 18:09,2025-11-15 21:02,173,3395.32,10220,113,13,12,3562.2,-166.88,2553.18,30681,882,30.05,1.3298,10729.21
QR8485,A320,CAI,DOH,2025-11-03 23:05,2025-11-04 01:25,140,2805.18,10587,160,29,11,2905.87,-100.69,2060.93,31218,882,17.53,1.3611,8864.37
TK5115,A320,IST,JED,2025-12-12 17:56,2025-12-12 20:36,160,3303.63,12701,137,28,17,3327.01,-23.38,2383.55,33495,890,24.11,1.386,10439.47
EK8440,A320,JED,DEL,2025-08-05 11:59,2025-08-05 16:55,296,6188.33,7225,123,15,20,5992.25,196.08,3886.02,35978,786,50.31,1.5925,19555.12
EK962,A320,KHI,CAI,2025-02-25 14:22,2025-02-25 18:20,238,5004.28,11169,123,30,14,4871.69,132.59,3565.44,33728,897,40.69,1.4036,15813.52
AI1534,A320,IST,CAI,2025-04-21 06:01,2025-04-21 07:33,92,1976.32,6658,169,25,19,1906.58,69.74,1261.41,32852,816,11.69,1.5668,6245.17
AI5301,A320,DOH,CAI,2025-07-03 16:05,2025-07-03 18:24,139,2830.06,15299,142,23,17,2932.99,-102.93,2060.93,35124,889,19.93,1.3732,8942.99
QR8250,A320,JED,KHI,2025-12-10 02:42,2025-12-10 06:00,198,4281.15,12239,144,14,21,4082.39,198.76,2882.63,33568,873,29.73,1.4852,13528.43
TK7692,A320,KHI,DXB,2025-10-03 06:34,2025-10-03 07:58,84,1746.24,13676,115,18,13,1816.76,-70.52,1190.18,34541,845,15.18,1.4672,5518.12
MS3158,A320,JED,DOH,2025-02-15 00:53,2025-02-15 02:26,93,1904.62,10030,176,6,10,1960.3,-55.68,1332.96,30956,851,10.82,1.4289,6018.6
EK9441,A320,KHI,DOH,2025-11-18 07:34,2025-11-18 09:19,105,2256.78,8930,175,14,17,2189.3,67.48,1568.56,30997,894,12.9,1.4388,7131.42
TK966,A320,JED,CAI,2025-01-28 00:33,2025-01-28 01:54,81,1838.49,17477,112,9,21,1794.77,43.72,1214.94,31152,899,16.42,1.5132,5809.63
AI3692,A320,JED,DEL,2025-03-12 13:59,2025-03-12 18:45,286,5508.94,7805,167,23,16,5798.05,-289.11,3886.02,34151,813,32.99,1.4176,17408.25
QR8073,A320,JED,DXB,2025-05-08 15:19,2025-05-08 17:13,114,2341.52,7390,150,20,23,2353.9,-12.38,1702.17,31308,895,15.61,1.3756,7399.2
QR4388,A320,KHI,DEL,2025-03-26 10:13,2025-03-26 11:33,80,1699.11,15770,154,15,21,1757.7,-58.59,1067.83,34711,800,11.03,1.5912,5369.19
EK3684,A320,KHI,DEL,2025-07-12 20:04,2025-07-12 21:17,73,1536.89,11449,128,6,21,1574.49,-37.6,1067.83,36916,866,12.01,1.4393,4856.57
EK7473,A320,CAI,JED,2025-04-18 11:59,2025-04-18 13:28,89,1797.95,6607,114,12,18,1846.07,-48.12,1214.94,33692,815,15.77,1.4799,5681.52
MS5166,A320,DEL,JED,2025-07-09 01:46,2025-07-09 06:40,294,5989.79,6075,180,9,14,5940.75,49.04,3886.02,33415,793,33.28,1.5414,18927.74
TK5572,A320,DXB,CAI,2025-04-15 15:16,2025-04-15 18:06,170,3431.51,16770,98,27,21,3567.7,-136.19,2419.78,34944,852,35.02,1.4181,10843.57
EK4567,A320,DEL,DXB,2025-11-05 00:01,2025-11-05 02:42,161,3214.86,13478,112,12,10,3354.78,-139.92,2186.68,35594,811,28.7,1.4702,10158.96
QR3774,A320,IST,DOH,2025-07-17 18:22,2025-07-17 21:43,201,4206.54,7280,167,20,6,4092.8,113.74,2756.39,36749,820,25.19,1.5261,13292.67
EK3022,A320,JED,DXB,2025-04-15 05:48,2025-04-15 07:56,128,2697.8,9189,94,10,5,2651.89,45.91,1702.17,34006,792,28.7,1.5849,8525.05
TK3476,A320,JED,DXB,2025-07-02 16:46,2025-07-02 18:50,124,2718.71,12142,106,19,23,2601.42,117.29,1702.17,33881,822,25.65,1.5972,8591.12
EK9820,A320,DOH,DXB,2025-10-07 10:14,2025-10-07 10:41,27,612.93,6142,141,28,24,601.42,11.51,378.52,38554,834,4.35,1.6193,1936.86
AI7450,A320,KHI,DEL,2025-10-13 09:36,2025-10-13 10:54,78,1779.54,16777,178,20,11,1727.77,51.77,1067.83,36377,820,10.0,1.6665,5623.35
EK9045,A320,DEL,DOH,2025-01-12 12:25,2025-01-12 15:34,189,3726.56,11640,150,27,18,3896.4,-169.84,2553.18,38800,810,24.84,1.4596,11775.93
QR4900,A320,IST,JED,2025-11-28 21:52,2025-11-29 00:53,181,3939.55,15980,141,7,23,3779.8,159.75,2383.55,35520,789,27.94,1.6528,12448.98
MS9071,A320,CAI,DEL,2025-06-18 00:52,2025-06-18 06:16,324,6769.17,7027,170,9,6,6550.27,218.9,4412.05,34863,817,39.82,1.5342,21390.58
AI5367,A320,DOH,DXB,2025-10-04 01:29,2025-10-04 01:56,27,724.24,15383,109,7,11,693.83,30.41,378.52,37775,825,6.64,1.9133,2288.6
MS3113,A320,JED,IST,2025-03-12 17:08,2025-03-12 19:54,166,3377.6,14885,140,23,22,3468.85,-91.25,2383.55,31182,859,24.13,1.417,10673.22
EK3530,A320,DOH,JED,2025-10-12 13:36,2025-10-12 15:08,92,1938.09,10746,111,8,9,1947.46,-9.37,1332.96,38043,869,17.46,1.454,6124.36
EK2187,A320,IST,DOH,2025-02-11 02:26,2025-02-11 05:38,192,4090.58,6298,141,8,20,3902.98,187.6,2756.39,32245,857,29.01,1.484,12926.23
TK1335,A320,DEL,DOH,2025-02-09 17:56,2025-02-09 21:02,186,4003.05,16128,146,15,6,3881.28,121.77,2553.18,35796,822,27.42,1.5679,12649.64
TK7203,A320,DEL,IST,2025-08-10 22:24,2025-08-11 03:49,325,6680.66,10509,153,10,16,6605.09,75.57,4573.44,36665,842,43.66,1.4608,21110.89
EK1111,A320,DOH,DXB,2025-11-06 17:52,2025-11-06 18:18,26,671.44,16036,124,22,13,680.36,-8.92,378.52,31773,872,5.41,1.7738,2121.75
QR7352,A320,DEL,DXB,2025-01-09 23:41,2025-01-10 02:08,147,3067.84,15618,86,5,12,3096.18,-28.34,2186.68,31597,891,35.67,1.403,9694.37
TK7215,A320,DEL,DXB,2025-08-05 02:57,2025-08-05 05:25,148,2979.76,8623,89,25,5,3046.23,-66.47,2186.68,35069,885,33.48,1.3627,9416.04
TK3791,A320,JED,DXB,2025-07-08 18:48,2025-07-08 20:56,128,2746.57,8394,124,27,11,2643.94,102.63,1702.17,38775,794,22.15,1.6136,8679.16
PK3623,A320,DXB,KHI,2025-12-28 12:11,2025-12-28 13:39,88,1809.87,7646,139,18,7,1836.46,-26.59,1190.18,30690,807,13.02,1.5207,5719.19
EK7657,A320,DEL,IST,2025-03-16 03:32,2025-03-16 08:57,325,6651.22,9511,178,28,6,6595.11,56.11,4573.44,37911,843,37.37,1.4543,21017.86
PK9508,A320,DEL,IST,2025-01-26 23:24,2025-01-27 04:49,325,6453.58,15255,106,8,5,6652.55,-198.97,4573.44,37945,844,60.88,1.4111,20393.31
EK8799,A320,IST,KHI,2025-05-05 23:21,2025-05-06 04:09,288,5840.02,10529,93,10,18,5865.29,-25.27,3975.55,36635,827,62.8,1.469,18454.46
AI1459,A320,CAI,JED,2025-12-25 07:57,2025-12-25 09:23,86,1816.47,13615,149,26,24,1856.15,-39.68,1214.94,36174,846,12.19,1.4951,5740.05
AI8508,A320,CAI,IST,2025-10-13 17:08,2025-10-13 18:34,86,1770.9,10499,133,24,10,1824.99,-54.09,1261.41,32349,877,13.32,1.4039,5596.04
PK4148,A320,KHI,IST,2025-06-11 01:51,2025-06-11 06:29,278,5571.39,13322,109,11,12,5693.22,-121.83,3975.55,30137,858,51.11,1.4014,17605.59
AI4428,A320,KHI,CAI,2025-09-23 23:11,2025-09-24 03:16,245,4947.34,10250,121,28,19,5002.5,-55.16,3565.44,38485,870,40.89,1.3876,15633.59
EK6077,A320,DOH,JED,2025-04-06 08:42,2025-04-06 10:15,93,1978.72,9498,156,23,9,1954.98,23.74,1332.96,32678,853,12.68,1.4845,6252.76
MS7233,A320,JED,IST,2025-09-20 12:40,2025-09-20 15:24,164,3380.06,17855,102,29,12,3458.55,-78.49,2383.55,31924,870,33.14,1.4181,10680.99
AI1901,A320,KHI,DEL,2025-11-19 18:57,2025-11-19 20:14,77,1731.63,14735,180,26,24,1687.35,44.28,1067.83,37742,828,9.62,1.6216,5471.95
TK5687,A320,KHI,DXB,2025-10-02 19:36,2025-10-02 21:04,88,1827.46,11801,122,7,15,1878.01,-50.55,1190.18,33833,810,14.98,1.5354,5774.77
MS205,A320,DXB,DEL,2025-11-17 14:37,2025-11-17 17:03,146,3124.65,11022,129,6,17,3030.22,94.43,2186.68,38694,897,24.22,1.4289,9873.89
EK5175,A320,DEL,CAI,2025-03-23 05:10,2025-03-23 10:10,300,6139.55,6240,96,27,11,6062.4,77.15,4412.05,35736,881,63.95,1.3915,19400.98
EK4371,A320,DXB,IST,2025-06-27 06:41,2025-06-27 10:30,229,4569.19,7606,83,12,23,4656.06,-86.87,3029.96,34686,792,55.05,1.508,14438.64
PK3508,A320,JED,CAI,2025-06-19 06:50,2025-06-19 08:21,91,2039.34,13127,124,12,7,1951.27,88.07,1214.94,35355,799,16.45,1.6785,6444.31
TK9980,A320,CAI,IST,2025-09-21 13:41,2025-09-21 15:05,84,1764.42,14461,129,20,8,1824.6100000000001,-60.19,1261.41,38164,893,13.68,1.3988,5575.57
SV2083,A320,IST,CAI,2025-09-28 03:57,2025-09-28 05:21,84,1869.44,10227,81,11,16,1782.27,87.17,1261.41,30174,895,23.08,1.482,5907.43
EK8657,A320,CAI,JED,2025-08-20 17:17,2025-08-20 18:43,86,1705.28,6992,164,17,7,1789.92,-84.64,1214.94,35743,839,10.4,1.4036,5388.68
MS5239,A320,DEL,CAI,2025-02-27 17:44,2025-02-27 23:03,319,6580.7,12607,97,13,25,6506.07,74.63,4412.05,32426,829,67.84,1.4915,20795.01
PK9780,A320,KHI,DXB,2025-12-23 12:01,2025-12-23 13:25,84,1779.54,15277,80,18,25,1832.77,-53.23,1190.18,34988,844,22.24,1.4952,5623.35
TK5448,A320,IST,DXB,2025-06-09 00:41,2025-06-09 04:05,204,4013.16,11049,147,7,24,4190.49,-177.33,3029.96,34919,889,27.3,1.3245,12681.59
PK1385,A320,IST,KHI,2025-03-27 21:47,2025-03-28 02:15,268,5433.37,9344,127,30,10,5453.44,-20.07,3975.55,31963,887,42.78,1.3667,17169.45
SV1579,A320,JED,DEL,2025-04-17 12:03,2025-04-17 16:34,271,5812.22,12544,142,25,24,5545.44,266.78,3886.02,35220,860,40.93,1.4957,18366.62
SV2459,A320,KHI,CAI,2025-09-02 20:09,2025-09-03 00:07,238,4673.01,6690,132,20,14,4826.9,-153.89,3565.44,35908,896,35.4,1.3106,14766.71
EK3060,A320,DXB,DOH,2025-08-09 14:41,2025-08-09 15:07,26,589.6,9449,93,18,6,614.49,-24.89,378.52,35456,864,6.34,1.5576,1863.14
MS7485,A320,IST,DOH,2025-08-17 07:42,2025-08-17 11:00,198,4061.74,6092,146,6,8,4020.92,40.82,2756.39,37786,832,27.82,1.4736,12835.1
EK9043,A320,DXB,DEL,2025-12-02 02:51,2025-12-02 05:24,153,3217.12,12987,93,6,16,3189.87,27.25,2186.68,30341,856,34.59,1.4712,10166.1
AI4099,A320,DOH,JED,2025-08-27 22:31,2025-08-28 00:09,98,2120.1,17989,105,17,7,2139.89,-19.79,1332.96,35770,812,20.19,1.5905,6699.52
TK2979,A320,KHI,DEL,2025-12-02 10:38,2025-12-02 11:49,71,1572.52,16864,98,30,18,1588.64,-16.12,1067.83,32424,894,16.05,1.4726,4969.16
QR2807,A320,DEL,DXB,2025-06-20 18:33,2025-06-20 20:58,145,2983.1,8378,150,13,8,2983.78,-0.68,2186.68,32748,899,19.89,1.3642,9426.6
TK7433,A320,CAI,KHI,2025-08-15 00:24,2025-08-15 04:39,255,5071.11,8560,118,5,8,5185.6,-114.49,3565.44,37459,837,42.98,1.4223,16024.71
EK5078,A320,CAI,DOH,2025-04-18 09:04,2025-04-18 11:37,153,3055.1,13472,101,27,9,3194.72,-139.62,2060.93,31286,807,30.25,1.4824,9654.12
QR1111,A320,DEL,DOH,2025-09-12 08:07,2025-09-12 11:08,181,3815.8,12687,122,15,10,3746.87,68.93,2553.18,31311,844,31.28,1.4945,12057.93
QR5854,A320,IST,KHI,2025-11-19 07:00,2025-11-19 11:27,267,5577.59,7426,91,29,23,5414.26,163.33,3975.55,36453,891,61.29,1.403,17625.18
EK9216,A320,KHI,DXB,2025-02-05 09:41,2025-02-05 11:07,86,1741.48,7942,146,23,12,1799.42,-57.94,1190.18,34516,828,11.93,1.4632,5503.08
QR4968,A320,DXB,IST,2025-10-25 16:32,2025-10-25 19:58,206,4172.62,16576,141,14,18,4285.76,-113.14,3029.96,35272,881,29.59,1.3771,13185.48
TK1451,A320,CAI,KHI,2025-10-24 17:19,2025-10-24 21:52,273,5454.6,15999,110,21,12,5619.99,-165.39,3565.44,35389,781,49.59,1.5299,17236.54
TK376,A320,DEL,DOH,2025-02-16 16:48,2025-02-16 19:48,180,3711.63,15747,137,9,10,3757.47,-45.84,2553.18,32233,850,27.09,1.4537,11728.75
AI535,A320,IST,DEL,2025-02-03 06:31,2025-02-03 11:38,307,6355.26,6324,128,27,21,6203.24,152.02,4573.44,38135,893,49.65,1.3896,20082.62
EK7319,A320,KHI,DXB,2025-01-25 23:49,2025-01-26 01:09,80,1770.78,12139,126,19,9,1721.39,49.39,1190.18,38587,888,14.05,1.4878,5595.66
EK7740,A320,DEL,CAI,2025-10-02 06:57,2025-10-02 12:26,329,6410.89,8697,145,15,25,6666.97,-256.08,4412.05,38416,803,44.21,1.453,20258.41
SV5637,A320,CAI,IST,2025-07-10 13:18,2025-07-10 14:44,86,1745.57,11673,157,20,15,1836.73,-91.16,1261.41,34183,877,11.12,1.3838,5516.0
TK1552,A320,DXB,CAI,2025-03-17 04:30,2025-03-17 07:22,172,3533.8,11061,143,5,16,3550.61,-16.81,2419.78,33462,844,24.71,1.4604,11166.81
PK5674,A320,IST,DEL,2025-07-21 23:55,2025-07-22 05:41,346,7159.92,10279,135,30,21,7022.79,137.13,4573.44,37044,792,53.04,1.5655,22625.35
EK3645,A320,IST,JED,2025-02-20 02:34,2025-02-20 05:22,168,3384.03,15768,126,24,5,3517.68,-133.65,2383.55,36170,847,26.86,1.4197,10693.53
PK636,A320,JED,KHI,2025-01-03 07:32,2025-01-03 11:07,215,4598.25,11665,108,12,9,4416.65,181.6,2882.63,37356,804,42.58,1.5952,14530.47
EK7470,A320,DEL,JED,2025-09-02 22:25,2025-09-03 03:22,297,6300.19,17779,145,30,23,6117.79,182.4,3886.02,35956,783,43.45,1.6212,19908.6
AI2802,A320,KHI,JED,2025-09-28 11:53,2025-09-28 15:26,213,4513.41,15006,86,20,10,4410.06,103.35,2882.63,30787,809,52.48,1.5657,14262.38
SV597,A320,DEL,DOH,2025-04-09 12:19,2025-04-09 15:12,173,3557.38,9474,176,26,5,3554.74,2.64,2553.18,33865,885,20.21,1.3933,11241.32
SV130,A320,DOH,DXB,2025-03-20 04:19,2025-03-20 04:44,25,630.06,13008,91,20,21,630.08,-0.02,378.52,33199,890,6.92,1.6645,1990.99
AI1403,A320,CAI,DXB,2025-06-04 23:17,2025-06-05 02:10,173,3429.25,11776,93,23,24,3577.76,-148.51,2419.78,31211,838,36.87,1.4172,10836.43
SV7351,A320,DEL,DXB,2025-12-28 13:07,2025-12-28 15:38,151,3280.26,13841,111,15,22,3158.41,121.85,2186.68,37454,866,29.55,1.5001,10365.62
AI7962,A320,JED,DOH,2025-08-08 03:56,2025-08-08 05:28,92,1869.37,6142,104,5,15,1901.42,-32.05,1332.96,34576,865,17.97,1.4024,5907.21
AI5930,A320,DEL,JED,2025-12-13 11:01,2025-12-13 15:21,260,5278.39,8289,138,26,10,5282.89,-4.5,3886.02,36742,896,38.25,1.3583,16679.71
TK6977,A320,CAI,DOH,2025-12-06 15:48,2025-12-06 18:23,155,3281.08,9738,166,14,12,3197.38,83.7,2060.93,37888,793,19.77,1.592,10368.21
TK5152,A320,JED,CAI,2025-06-05 17:45,2025-06-05 19:06,81,1838.8,14569,120,9,13,1765.69,73.11,1214.94,31327,898,15.32,1.5135,5810.61
AI5318,A320,DXB,IST,2025-09-18 05:56,2025-09-18 09:30,214,4180.59,6211,163,28,20,4342.11,-161.52,3029.96,36044,846,25.65,1.3798,13210.66
EK4018,A320,CAI,DXB,2025-08-26 02:22,2025-08-26 05:17,175,3556.29,13848,170,10,11,3638.48,-82.19,2419.78,32092,829,20.92,1.4697,11237.88
TK721,A320,CAI,DXB,2025-10-28 00:23,2025-10-28 03:17,174,3546.67,13917,139,6,19,3619.17,-72.5,2419.78,34807,834,25.52,1.4657,11207.48
QR9643,A320,CAI,DOH,2025-04-02 05:05,2025-04-02 07:25,140,2835.34,17343,158,20,19,2973.43,-138.09,2060.93,36170,881,17.95,1.3758,8959.67
TK2835,A320,DXB,JED,2025-01-19 19:10,2025-01-19 21:11,121,2469.99,17603,113,27,21,2596.03,-126.04,1702.17,34152,842,21.86,1.4511,7805.17
MS6491,A320,CAI,DXB,2025-11-17 06:39,2025-11-17 09:28,169,3642.59,16752,140,9,8,3547.52,95.07,2419.78,38417,858,26.02,1.5053,11510.58
QR6755,A320,JED,CAI,2025-07-22 16:56,2025-07-22 18:21,85,1804.71,17575,153,26,22,1875.75,-71.04,1214.94,30432,857,11.8,1.4854,5702.88
EK2996,A320,JED,CAI,2025-04-24 21:48,2025-04-24 23:16,88,1855.19,16376,105,6,5,1923.76,-68.57,1214.94,31789,824,17.67,1.527,5862.4
TK9942,A320,DOH,DXB,2025-01-26 09:12,2025-01-26 09:38,26,669.83,17507,103,19,22,695.0699999999999,-25.24,378.52,37034,862,6.5,1.7696,2116.66
SV6476,A320,DEL,IST,2025-11-14 12:53,2025-11-14 18:11,318,6829.22,15468,98,30,23,6514.68,314.54,4573.44,37595,861,69.69,1.4932,21580.34
AI9204,A320,JED,KHI,2025-10-12 06:13,2025-10-12 09:54,221,4684.51,7858,97,25,7,4498.58,185.93,2882.63,31646,780,48.29,1.6251,14803.05
PK1238,A320,IST,DOH,2025-02-08 17:27,2025-02-08 20:38,191,4003.09,17944,94,9,24,3999.44,3.65,2756.39,30485,864,42.59,1.4523,12649.76
PK4712,A320,CAI,JED,2025-12-12 21:51,2025-12-12 23:12,81,1815.45,14453,98,15,22,1764.53,50.92,1214.94,32342,892,18.53,1.4943,5736.82
MS5576,A320,CAI,JED,2025-08-24 20:02,2025-08-24 21:30,88,1898.69,6114,101,26,6,1821.14,77.55,1214.94,33628,827,18.8,1.5628,5999.86
SV5697,A320,DOH,CAI,2025-11-03 20:28,2025-11-03 22:46,138,2736.79,11626,85,12,18,2876.26,-139.47,2060.93,30838,895,32.2,1.3279,8648.26
AI2342,A320,DEL,JED,2025-09-06 13:30,2025-09-06 18:26,296,5790.64,6967,155,15,6,5989.67,-199.03,3886.02,36143,786,37.36,1.4901,18298.42
AI3579,A320,DXB,JED,2025-07-15 18:57,2025-07-15 20:58,121,2690.55,14551,161,12,11,2565.51,125.04,1702.17,37786,842,16.71,1.5807,8502.14
AI1546,A320,DXB,JED,2025-07-06 18:47,2025-07-06 20:54,127,2709.46,16120,175,22,24,2701.2,8.26,1702.17,37461,800,15.48,1.5918,8561.89
AI5600,A320,IST,CAI,2025-11-26 17:29,2025-11-26 18:57,88,1831.42,8659,110,22,12,1846.59,-15.17,1261.41,37218,852,16.65,1.4519,5787.29
EK2427,A320,KHI,JED,2025-08-14 13:07,2025-08-14 16:37,210,4142.9,9872,105,13,6,4298.72,-155.82,2882.63,35501,822,39.46,1.4372,13091.56
AI3963,A320,DXB,CAI,2025-05-10 23:52,2025-05-11 02:39,167,3516.85,9153,155,20,17,3431.53,85.32,2419.78,32919,866,22.69,1.4534,11113.25
SV5691,A320,DXB,IST,2025-11-13 06:54,2025-11-13 10:23,209,4285.09,12969,140,28,9,4309.69,-24.6,3029.96,35210,868,30.61,1.4142,13540.88
MS5898,A320,DXB,KHI,2025-08-09 05:37,2025-08-09 07:06,89,2055.11,17736,99,13,10,1957.3600000000001,97.75,1190.18,31755,796,20.76,1.7267,6494.15
PK9677,A320,CAI,JED,2025-10-11 09:12,2025-10-11 10:41,89,1889.54,15111,144,17,9,1931.1100000000001,-41.57,1214.94,32028,810,13.12,1.5552,5970.95
TK7524,A320,IST,KHI,2025-12-12 03:38,2025-12-12 08:41,303,6134.06,10193,113,13,12,6161.93,-27.87,3975.55,33418,786,54.28,1.5429,19383.63
MS9078,A320,DOH,DXB,2025-11-02 00:43,2025-11-02 01:09,26,662.05,11841,138,19,21,638.41,23.64,378.52,37267,868,4.8,1.749,2092.08
PK9444,A320,DEL,JED,2025-06-04 18:12,2025-06-04 22:49,277,5423.17,9496,162,30,11,5634.96,-211.79,3886.02,34053,840,33.48,1.3956,17137.22
AI9477,A320,DEL,CAI,2025-06-13 12:15,2025-06-13 17:30,315,6698.01,8634,82,19,18,6386.34,311.67,4412.05,32197,840,81.68,1.5181,21165.71
QR721,A320,IST,DOH,2025-12-10 15:50,2025-12-10 19:03,193,4065.84,15376,149,5,12,4013.76,52.08,2756.39,36355,854,27.29,1.4751,12848.05
MS9764,A320,JED,DOH,2025-12-24 18:07,2025-12-24 19:45,98,2138.36,15176,108,29,8,2111.76,26.6,1332.96,36452,813,19.8,1.6042,6757.22
EK2116,A320,CAI,DOH,2025-07-24 07:58,2025-07-24 10:35,157,3388.82,9976,142,29,18,3239.76,149.06,2060.93,35328,785,23.86,1.6443,10708.67
SV930,A320,DEL,KHI,2025-10-03 22:24,2025-10-03 23:42,78,1634.62,7539,152,30,16,1635.39,-0.77,1067.83,35421,813,10.75,1.5308,5165.4
EK3878,A320,IST,DXB,2025-01-01 07:48,2025-01-01 11:21,213,4541.85,15522,154,12,16,4415.22,126.63,3029.96,33748,850,29.49,1.499,14352.25
MS4153,A320,DOH,KHI,2025-11-16 15:08,2025-11-16 17:04,116,2452.81,15282,142,11,11,2472.82,-20.01,1568.56,32195,806,17.27,1.5637,7750.88
SV328,A320,JED,IST,2025-01-08 13:17,2025-01-08 16:02,165,3375.42,16972,122,26,15,3469.72,-94.3,2383.55,34560,862,27.67,1.4161,10666.33
QR4530,A320,KHI,DXB,2025-03-28 06:34,2025-03-28 08:04,90,1812.61,6554,87,21,7,1865.54,-52.93,1190.18,31732,788,20.83,1.523,5727.85
AI9930,A320,CAI,DEL,2025-05-28 18:54,2025-05-29 00:28,334,6600.44,17960,139,24,23,6859.6,-259.16,4412.05,31824,792,47.49,1.496,20857.39
MS8513,A320,IST,CAI,2025-04-12 21:12,2025-04-12 22:48,96,2019.39,12659,92,18,5,2046.59,-27.2,1261.41,35751,782,21.95,1.6009,6381.27
PK4712,A320,DOH,DXB,2025-02-11 18:40,2025-02-11 19:06,26,595.87,7148,109,10,18,591.48,4.39,378.52,31499,865,5.47,1.5742,1882.95
SV8999,A320,DEL,DXB,2025-12-01 17:50,2025-12-01 20:34,164,3296.85,12047,119,19,14,3400.47,-103.62,2186.68,38885,799,27.7,1.5077,10418.05
AI5709,A320,DEL,CAI,2025-03-28 14:23,2025-03-28 19:19,296,6255.09,13588,145,30,11,6055.88,199.21,4412.05,34992,894,43.14,1.4177,19766.08
MS3832,A320,DXB,IST,2025-08-26 12:12,2025-08-26 15:40,208,4190.33,16580,93,30,5,4325.8,-135.47,3029.96,31794,870,45.06,1.383,13241.44
EK1521,A320,DOH,DXB,2025-02-23 05:44,2025-02-23 06:10,26,573.8,7100,152,17,6,591.0,-17.2,378.52,34839,844,3.77,1.5159,1813.21
AI113,A320,CAI,DOH,2025-04-12 18:46,2025-04-12 21:17,151,3188.39,6788,105,6,14,3087.88,100.51,2060.93,32534,816,30.37,1.5471,10075.31
TK1975,A320,DXB,IST,2025-05-26 18:49,2025-05-26 22:23,214,4658.28,17766,163,7,15,4457.66,200.62,3029.96,31566,848,28.58,1.5374,14720.16
PK6150,A320,KHI,DXB,2025-01-28 13:25,2025-01-28 14:47,82,1748.24,11799,160,5,24,1757.99,-9.75,1190.18,38194,863,10.93,1.4689,5524.44
PK2551,A320,DXB,CAI,2025-04-10 07:22,2025-04-10 10:15,173,3750.35,15501,161,30,13,3615.01,135.34,2419.78,33871,837,23.29,1.5499,11851.11
